iter	Passed	Remaining
283	75	2581
284	75	2580
285	75	2580
286	76	2580
287	76	2578
288	76	2579
289	76	2577
290	77	2576
291	77	2574
292	77	2574
293	77	2573
294	78	2571
295	78	2569
296	78	2567
297	78	2565
298	79	2563
299	79	2561
300	79	2559
301	79	2560
302	80	2560
303	80	2561
304	80	2560
305	80	2559
306	81	2557
307	81	2555
308	81	2555
309	81	2554
310	81	2552
311	82	2550
312	82	2548
313	82	2546
314	82	2544
315	82	2542
316	83	2540
317	83	2538
318	83	2536
319	83	2534
320	84	2533
321	84	2532
322	84	2531
323	84	2529
324	84	2528
325	85	2528
326	85	2526
327	85	2528
328	86	2534
329	86	2536
330	86	2537
331	87	2536
332	87	2539
333	87	2541
334	88	2541
335	88	2541
336	88	2543
337	88	2543
338	89	2544
339	89	2543
340	89	2544
341	90	2543
342	90	2544
343	90	2544
344	90	2543
345	91	2543
346	91	2543
347	91	2541
348	91	2542
349	92	2543
350	92	2543
351	92	2544
352	93	2543
353	93	2542
354	93	2540
355	93	2539
356	93	2537
357	94	2536
358	94	2534
359	94	2533
360	94	2531
361	95	2529
362	95	2528
363	95	2527
364	95	2526
365	95	2524
366	96	2523
367	96	2521
368	96	2521
369	96	2519
370	97	2518
371	97	2516
372	97	2515
373	97	2513
374	97	2514
375	98	2515
376	98	2516
377	98	2515
378	99	2515
379	99	2516
380	99	2515
381	99	2514
382	100	2513
383	100	2512
384	100	2510
385	100	2508
386	100	2507
387	101	2505
388	101	2504
389	101	2502
390	101	2502
391	102	2502
392	102	2504
393	102	2503
394	102	2504
395	103	2503
396	103	2504
397	103	2505
398	104	2506
399	104	2508
400	104	2510
401	105	2511
402	105	2511
403	105	2512
404	106	2512
405	106	2512
406	106	2512
407	106	2511
408	107	2509
409	107	2508
410	107	2506
411	107	2505
412	107	2503
413	108	2501
414	108	2500
415	108	2498
416	108	2497
417	108	2497
418	109	2496
419	109	2495
420	109	2494
421	109	2493
422	110	2491
423	113	2569
424	113	2568
425	114	2566
426	114	2565
427	114	2563
428	114	2562
429	115	2561
430	115	2559
431	115	2557
432	115	2556
433	115	2554
434	116	2553
435	116	2551
436	116	2550
437	116	2549
438	117	2549
439	117	2550
440	117	2551
441	118	2552
442	118	2552
443	118	2552
444	118	2553
445	119	2552
446	119	2551
447	119	2551
448	119	2551
449	120	2549
450	120	2549
451	120	2547
452	120	2547
453	121	2546
454	121	2546
