iter	RMSE
399	16.21970981
400	16.20846763
401	16.20248408
402	16.19419952
403	16.18556809
404	16.17595067
405	16.17271145
406	16.16560002
407	16.15987035
408	16.15162172
409	16.13981822
410	16.13237109
411	16.12669355
412	16.11928991
413	16.10894661
414	16.10158193
415	16.09610043
416	16.08801103
417	16.08248974
418	16.07707061
419	16.06632643
420	16.05725876
421	16.04966335
422	16.04281043
423	16.03622
424	16.0286833
425	16.02140995
426	16.01401118
427	16.00300703
428	15.99504942
429	15.98644018
430	15.9786864
431	15.97289719
432	15.96845246
433	15.95936364
434	15.95419302
435	15.94890076
436	15.94292376
437	15.93970171
438	15.93353449
439	15.92490292
440	15.91685287
441	15.90832207
442	15.90258376
443	15.89745363
444	15.89141069
445	15.88297831
446	15.87789579
447	15.87175075
448	15.86295662
449	15.85733945
450	15.84712664
451	15.84001039
452	15.83175064
453	15.82457934
454	15.81808335
455	15.80907264
456	15.80355943
457	15.79681785
458	15.79198156
459	15.78545007
460	15.77553052
461	15.76866005
462	15.7588726
463	15.75222758
464	15.74864017
465	15.74320666
466	15.73470099
467	15.72461702
468	15.71739271
469	15.71209485
470	15.70713108
471	15.69898726
472	15.69192398
473	15.68658422
474	15.68007606
475	15.67432473
476	15.66677417
477	15.66200239
478	15.65518213
479	15.64879202
480	15.64118092
481	15.63228399
482	15.62615076
483	15.62396203
484	15.61767559
485	15.60824458
486	15.5991327
487	15.59275693
488	15.58753583
489	15.57984254
490	15.57394101
491	15.56877679
492	15.56245028
493	15.55316967
494	15.5472489
495	15.54155727
496	15.5372553
497	15.53184287
498	15.52578929
499	15.51486144
500	15.51039685
501	15.50435641
502	15.4984222
503	15.48906292
504	15.48491098
505	15.47920678
506	15.47222077
507	15.46587812
508	15.45793454
509	15.45192167
510	15.44785246
511	15.44391457
512	15.43921031
513	15.43436114
514	15.424636
515	15.41743791
516	15.41030128
517	15.40452777
518	15.40040633
519	15.3954375
520	15.38866493
521	15.38152594
522	15.37689933
523	15.37200311
524	15.36798559
525	15.36201851
526	15.35499467
527	15.34626876
528	15.34199961
529	15.33723156
530	15.33245349
531	15.32709095
532	15.3213135
533	15.31742624
534	15.31383553
535	15.30699589
536	15.3005945
537	15.29226007
538	15.28809002
539	15.28373724
540	15.27678416
541	15.26886863
542	15.26418426
543	15.25879991
544	15.25497073
545	15.24923982
546	15.24230941
547	15.23931161
548	15.23351824
549	15.22831121
550	15.2246098
551	15.22033366
552	15.21515323
553	15.21039216
554	15.2020938
555	15.19366155
556	15.18824021
557	15.18308356
558	15.17630541
559	15.17202741
560	15.16731925
561	15.15989543
562	15.15417835
563	15.15052955
564	15.14590456
565	15.14140386
566	15.1367599
567	15.13170569
568	15.12725952
569	15.1201081
570	15.11494475
571	15.10838701
572	15.10418972
573	15.09526893
574	15.09087838
575	15.08676489
576	15.07857808
577	15.07227135
578	15.06788223
579	15.06240102
580	15.05872625
581	15.05155626
582	15.04335428
583	15.03928418
584	15.03621746
585	15.03222515
586	15.02893079
587	15.02497459
588	15.01789782
589	15.01201434
590	15.00704107
591	15.00242243
592	14.99787148
593	14.9906999
594	14.98684867
595	14.97984862
596	14.97347039
597	14.96504573
598	14.95887596
599	14.95460382
600	14.95034464
601	14.94413768
602	14.9391275
603	14.93500645
604	14.9309184
605	14.92669065
606	14.92306226
607	14.91844051
608	14.91354355
609	14.90871546
610	14.9019661
611	14.89597023
612	14.89227728
613	14.88735235
614	14.88401408
615	14.87645927
616	14.87276584
617	14.86862168
618	14.86155157
619	14.8567917
620	14.85020396
621	14.84652416
622	14.84239852
623	14.8389724
624	14.83636961
625	14.83101517
626	14.82339993
627	14.8143554
628	14.8105167
629	14.80567082
630	14.80064654
631	14.79418444
632	14.78776184
633	14.78238889
634	14.77835119
635	14.77434571
636	14.76885147
637	14.76000834
638	14.75560546
639	14.75068887
640	14.74560795
641	14.74045857
642	14.73176005
643	14.72611078
644	14.7232373
645	14.718555
646	14.71090843
647	14.70588299
648	14.70079199
649	14.69619261
650	14.69275598
651	14.6902217
652	14.68620037
653	14.68229126
654	14.67677519
655	14.67341045
656	14.66956204
657	14.66514124
658	14.66090079
659	14.65588182
660	14.65095041
661	14.6466146
662	14.64137057
663	14.63792656
664	14.63273334
665	14.62912433
666	14.62533847
667	14.62091591
668	14.61755557
669	14.61241097
670	14.60898772
671	14.60288165
672	14.59568299
673	14.59011228
674	14.58564864
675	14.58144851
676	14.57450419
677	14.57188197
678	14.57029354
679	14.56744996
680	14.56021503
681	14.55522976
682	14.55182821
683	14.54811662
684	14.54379343
685	14.54123982
686	14.53317232
687	14.52951104
688	14.52533104
689	14.5227144
690	14.51918415
691	14.51602286
692	14.51058077
693	14.50585114
694	14.49975782
695	14.49494033
696	14.49265941
697	14.48868922
698	14.48512507
699	14.48184131
700	14.47823076
701	14.47200812
702	14.46750949
703	14.46494627
704	14.45922704
705	14.45444776
706	14.45068955
707	14.44654832
708	14.44004493
709	14.43728567
710	14.4350602
711	14.4316106
712	14.42795028
713	14.42295584
714	14.41889691
715	14.41550261
716	14.41239547
717	14.40904431
718	14.40232895
719	14.39957823
720	14.39557763
721	14.39185818
722	14.38840049
723	14.38568486
724	14.38112563
725	14.37720514
726	14.37473472
727	14.37078685
728	14.36781061
729	14.36510509
730	14.36145691
731	14.35789247
732	14.35508225
733	14.35182512
734	14.34830148
735	14.34348459
736	14.34027071
737	14.33682475
738	14.33138006
739	14.32677931
740	14.32305108
741	14.32094066
742	14.3147883
743	14.31161581
744	14.30955092
745	14.30588065
746	14.30038736
747	14.29748306
748	14.29324265
749	14.29067129
750	14.28447965
751	14.28211808
752	14.27683509
753	14.27481832
754	14.27061871
755	14.26801107
756	14.26394163
757	14.25894059
758	14.2525136
759	14.24944953
760	14.24641029
761	14.24245301
762	14.2396845
763	14.23492109
764	14.22830726
765	14.22338004
766	14.22051049
767	14.21836792
768	14.21532538
769	14.21298567
770	14.20933974
771	14.20639575
772	14.20350823
773	14.19996372
774	14.19609428
775	14.19101475
776	14.18593147
777	14.18000329
778	14.17705604
779	14.17363706
780	14.16891462
781	14.16540501
782	14.16280537
783	14.16116474
784	14.15539312
785	14.15196284
786	14.14835358
787	14.14546369
788	14.14301224
789	14.138061
790	14.13593199
791	14.13307978
792	14.13163833
793	14.12718438
794	14.12448412
795	14.11954979
796	14.11660459
797	14.1121632
798	14.10933968
799	14.10696994
800	14.10192905
801	14.09787213
802	14.09394778
803	14.0896998
804	14.08639304
805	14.08268515
806	14.07734546
807	14.07371951
808	14.07045583
809	14.06580196
810	14.06211529
811	14.06027097
812	14.05557717
813	14.05307533
814	14.05113097
815	14.04792138
816	14.04230133
817	14.03664242
818	14.03357938
819	14.03002354
820	14.02796314
821	14.02568205
822	14.02280973
823	14.02079889
824	14.01487657
825	14.01181307
826	14.00995264
827	14.00716637
828	14.00532462
829	14.00131037
830	13.99767027
831	13.9935554
832	13.98932466
833	13.98647181
834	13.98321005
835	13.98054414
836	13.97880084
837	13.97423088
838	13.9724383
839	13.96983576
840	13.96493092
841	13.96150503
842	13.9568184
843	13.95318181
844	13.95057667
845	13.94721876
846	13.94440026
847	13.9418313
848	13.93828559
849	13.93687649
850	13.93407462
851	13.92938235
852	13.92404763
853	13.92150113
854	13.91980086
855	13.9172722
856	13.91361578
857	13.91144011
858	13.90980672
859	13.90673981
860	13.90348371
861	13.89816775
862	13.89466599
863	13.89020501
864	13.88565453
865	13.88132513
866	13.87993921
867	13.87826515
868	13.8755247
869	13.87432037
870	13.87123063
871	13.86897865
872	13.86622011
873	13.8629165
874	13.85995161
875	13.85862705
876	13.85234095
877	13.84558993
878	13.8414297
879	13.83868718
880	13.83628967
881	13.83293218
882	13.82956754
883	13.82719631
884	13.82462503
885	13.82150088
886	13.8185175
887	13.81284636
888	13.80722682
889	13.8042021
890	13.80270203
891	13.79849697
892	13.79661639
893	13.79591871
894	13.79304972
895	13.78900437
896	13.7862884
897	13.78217306
898	13.77970391
899	13.7767113
900	13.77349498
901	13.77119905
902	13.7651791
903	13.76220039
904	13.75876234
905	13.75589585
906	13.75362283
907	13.74966427
908	13.7481482
909	13.74591717
910	13.73979232
911	13.73661138
912	13.73255917
913	13.72649931
914	13.7225595
915	13.71963422
916	13.71814277
917	13.71588896
918	13.71271989
919	13.70927312
920	13.70604245
921	13.70087784
922	13.69879637
923	13.69496416
924	13.69079206
925	13.68857382
926	13.68681561
927	13.68478188
928	13.68258903
929	13.67818731
930	13.67547767
931	13.6727108
932	13.66959395
933	13.66585829
934	13.66460626
935	13.6609549
936	13.65926184
937	13.65756455
938	13.65467271
939	13.65250922
940	13.65016978
941	13.64526709
942	13.63939905
943	13.63735483
944	13.63362189
945	13.63319844
946	13.63066445
947	13.62485149
948	13.62373064
949	13.62232458
950	13.61656172
951	13.61381912
952	13.60866871
953	13.60404956
954	13.60123774
955	13.59809506
956	13.59603491
957	13.59006279
958	13.58640508
959	13.58459505
960	13.58186036
961	13.57976098
962	13.57432227
963	13.57289891
964	13.56819778
965	13.56678012
966	13.56444781
967	13.56268703
968	13.56030672
969	13.55760319
970	13.55639728
971	13.55510141
972	13.55384993
973	13.55062275
974	13.54897344
975	13.54623141
976	13.54485301
977	13.54429437
978	13.53898757
979	13.5369859
980	13.53529755
981	13.53348822
982	13.52988131
983	13.5267132
984	13.52475622
985	13.52281535
986	13.52250859
987	13.51711861
988	13.5151862
989	13.51400792
990	13.50883452
991	13.50724629
992	13.50533631
993	13.50222116
994	13.49777084
995	13.49621562
996	13.49277144
997	13.49108029
998	13.48598307
999	13.48258019
1000	13.48097056
1001	13.47596114
1002	13.4707855
1003	13.46870677
1004	13.46713593
1005	13.46201615
1006	13.45982957
1007	13.45647542
1008	13.45315133
1009	13.45261658
1010	13.44986651
1011	13.44803555
1012	13.44558343
1013	13.44172171
1014	13.44055059
1015	13.43855002
1016	13.43672521
1017	13.43180158
1018	13.42678221
1019	13.42396042
1020	13.42214424
1021	13.41892898
1022	13.41631958
1023	13.41481315
1024	13.41250424
1025	13.40811363
1026	13.40650074
1027	13.40345138
1028	13.40087501
1029	13.395381
1030	13.39322055
1031	13.39025009
1032	13.38707187
1033	13.38392217
1034	13.37908483
1035	13.37602211
1036	13.3714572
1037	13.36677325
1038	13.36451157
1039	13.36086369
1040	13.35776971
1041	13.35470412
1042	13.35135603
1043	13.34661025
1044	13.34488852
1045	13.34014491
1046	13.33807269
1047	13.33736345
1048	13.33434415
1049	13.33394555
1050	13.33221677
1051	13.32936849
1052	13.32768505
1053	13.32540213
1054	13.32370666
1055	13.32135518
1056	13.31858443
1057	13.31587345
1058	13.31364639
1059	13.3123682
1060	13.30787447
1061	13.30704342
1062	13.30515258
1063	13.30245139
1064	13.30013748
1065	13.29796868
1066	13.29341303
1067	13.29167024
1068	13.28938761
1069	13.28827788
1070	13.28636046
1071	13.28520459
1072	13.28228209
1073	13.28037809
1074	13.27966882
1075	13.27728175
1076	13.2763201
1077	13.27597422
1078	13.27296461
1079	13.26947805
1080	13.26573037
1081	13.26309709
1082	13.25844633
1083	13.25729417
1084	13.25599169
1085	13.25373383
1086	13.25153785
1087	13.2476591
1088	13.24710932
1089	13.24378193
1090	13.24114125
1091	13.23831334
1092	13.23651882
1093	13.23490001
1094	13.23036663
1095	13.22949475
1096	13.22600549
1097	13.22341754
1098	13.21894214
1099	13.21708574
1100	13.21242734
1101	13.21146541
1102	13.20639612
1103	13.20464435
1104	13.20350972
1105	13.20208628
1106	13.19956538
1107	13.19871683
1108	13.19651049
1109	13.19556541
1110	13.19398632
1111	13.19217311
1112	13.18965468
1113	13.18697805
1114	13.1851569
1115	13.18305936
1116	13.18085517
1117	13.17834138
1118	13.17631081
1119	13.1743557
1120	13.17078905
1121	13.1692603
1122	13.16613332
1123	13.16379941
1124	13.16209337
1125	13.15961949
1126	13.15850803
1127	13.15430546
1128	13.15188337
1129	13.15133485
1130	13.14941522
1131	13.14832346
1132	13.14787754
1133	13.14541462
1134	13.14431422
1135	13.1422901
1136	13.14034795
1137	13.1377413
1138	13.13582788
1139	13.13499217
1140	13.13365076
1141	13.13155256
1142	13.13121112
1143	13.12992964
1144	13.12938695
1145	13.12753501
1146	13.12606164
1147	13.12515939
1148	13.12164573
1149	13.12016866
1150	13.11910759
1151	13.11764791
1152	13.1144477
1153	13.1140083
1154	13.11311915
1155	13.11268172
1156	13.10869255
1157	13.1076481
1158	13.10630422
1159	13.10234888
1160	13.10181284
1161	13.09759914
1162	13.0951014
1163	13.09325023
1164	13.09192114
1165	13.08775031
1166	13.08538777
1167	13.08273268
1168	13.0812958
1169	13.0772651
1170	13.07585979
1171	13.07514643
1172	13.07393586
1173	13.07305282
1174	13.07164026
1175	13.06806978
1176	13.06394757
1177	13.05960518
1178	13.05830337
1179	13.05759527
1180	13.05541385
1181	13.05383715
1182	13.05295685
1183	13.05063053
1184	13.04684932
1185	13.04457511
1186	13.04310486
1187	13.03983959
1188	13.03930964
1189	13.03812136
1190	13.03461346
1191	13.03223904
1192	13.03171236
1193	13.028021
1194	13.02701995
1195	13.02658895
1196	13.02559433
1197	13.02097436
1198	13.01976379
1199	13.01724493
1200	13.01589621
1201	13.01319209
1202	13.0112025
1203	13.00893854
1204	13.00755543
1205	13.0053204
1206	13.00417531
1207	13.00292172
1208	12.9990823
1209	12.99527476
1210	12.9927123
1211	12.99183856
1212	12.98994738
1213	12.98651029
1214	12.98292088
1215	12.98018673
1216	12.97966671
1217	12.97826915
1218	12.97664604
1219	12.97284538
1220	12.97196836
1221	12.96808825
1222	12.96709369
1223	12.96532275
1224	12.9643027
1225	12.96334797
1226	12.96247098
1227	12.95931299
1228	12.9588874
1229	12.95793725
1230	12.95496057
1231	12.95307737
1232	12.95064409
1233	12.94660786
1234	12.94459298
1235	12.94226736
1236	12.94175096
1237	12.93928127
1238	12.9372279
1239	12.93627109
1240	12.93366604
1241	12.93240787
1242	12.93075072
1243	12.92987954
1244	12.92627097
1245	12.92534217
1246	12.9245225
1247	12.9224438
1248	12.91883941
1249	12.91513108
1250	12.91344163
1251	12.91221995
1252	12.9111328
1253	12.91062124
1254	12.9095
1255	12.90597088
1256	12.9045561
1257	12.90365116
1258	12.90254075
1259	12.90165344
1260	12.90136373
1261	12.90046913
1262	12.89996279
1263	12.89630881
1264	12.89541827
1265	12.89194748
1266	12.89105863
1267	12.88997653
1268	12.88602862
1269	12.88515051
1270	12.88233435
1271	12.87892538
1272	12.8773804
1273	12.87473033
1274	12.87369014
1275	12.87216452
1276	12.86938279
1277	12.86581694
1278	12.86470431
1279	12.86108194
1280	12.86020833
1281	12.8591062
1282	12.85829101
1283	12.85645856
1284	12.85595979
1285	12.85546228
1286	12.85496602
1287	12.85381461
1288	12.85169408
1289	12.84896217
1290	12.84766527
1291	12.84680775
1292	12.84631343
1293	12.84582036
1294	12.84496896
1295	12.84145146
1296	12.83816005
1297	12.83775243
1298	12.83726142
1299	12.83641905
1300	12.83496974
1301	12.8312005
1302	12.82773279
1303	12.8267805
1304	12.82334283
1305	12.8228542
1306	12.81949548
1307	12.81859415
1308	12.81731646
1309	12.81308937
1310	12.8095598
1311	12.80841288
1312	12.80758333
1313	12.80546513
1314	12.80497963
1315	12.80457998
1316	12.80241737
1317	12.80053528
1318	12.79990394
1319	12.79888512
1320	12.79848812
1321	12.79572599
1322	12.79510167
1323	12.79422616
1324	12.79374521
1325	12.79035572
1326	12.78987575
1327	12.78824369
1328	12.786994
1329	12.78651546
1330	12.78564379
1331	12.78516701
1332	12.7834153
1333	12.78157324
1334	12.78075012
1335	12.77993164
1336	12.77778092
1337	12.77640048
1338	12.77575571
1339	12.77257456
1340	12.77176545
1341	12.7709609
1342	12.77061889
1343	12.76728032
1344	12.76680913
1345	12.76589568
1346	12.76271773
1347	12.75956483
1348	12.75724784
1349	12.75638064
1350	12.75323609
1351	12.75276835
1352	12.74910146
1353	12.74863456
1354	12.74744373
1355	12.74697783
1356	12.74374822
1357	12.74296638
1358	12.74250195
1359	12.73907539
1360	12.73774881
1361	12.73451524
1362	12.73238928
1363	12.73081221
1364	12.72878383
1365	12.72790479
1366	12.72730612
1367	12.72692321
1368	12.72646268
1369	12.72559158
1370	12.72255432
1371	12.72168534
1372	12.72082297
1373	12.71953103
1374	12.71782766
1375	12.71687395
1376	12.71602063
1377	12.71556383
1378	12.71510818
1379	12.71465368
1380	12.71345287
1381	12.71138952
1382	12.71093553
1383	12.70968695
1384	12.70650992
1385	12.70567143
1386	12.70412794
1387	12.70287888
1388	12.69961319
1389	12.69886377
1390	12.69841125
1391	12.69795988
1392	12.69483072
1393	12.69438029
1394	12.6910231
1395	12.69028254
1396	12.68983456
1397	12.68761842
1398	12.68701367
1399	12.68303237
1400	12.68258642
1401	12.67952444
1402	12.67868739
1403	12.67794936
1404	12.67720043
1405	12.67512618
1406	12.67468401
1407	12.67424296
1408	12.67380303
1409	12.67086633
1410	12.67042728
1411	12.66751453
1412	12.66545169
1413	12.66501351
1414	12.66442424
1415	12.66122131
1416	12.6604981
1417	12.66006196
1418	12.6591731
1419	12.65873896
1420	12.65802121
1421	12.6571943
1422	12.65676235
1423	12.65594193
1424	12.65422066
1425	12.65379029
1426	12.65321347
1427	12.65238252
1428	12.65195428
1429	12.65152713
1430	12.65110105
1431	12.64832312
1432	12.64789812
1433	12.64468219
1434	12.64425813
1435	12.64215463
1436	12.63851084
1437	12.63753598
1438	12.63717884
1439	12.63661026
1440	12.63618802
1441	12.63524781
1442	12.63258711
1443	12.63178932
1444	12.63136819
1445	12.62867753
1446	12.62825804
1447	12.6275686
1448	12.62705519
1449	12.62388321
1450	12.62346512
1451	12.62304808
1452	12.6226321
1453	12.62054679
1454	12.61757033
1455	12.61457807
1456	12.61241351
1457	12.6108088
1458	12.61039505
1459	12.60836051
1460	12.60606779
1461	12.60490867
1462	12.60449631
1463	12.60408498
1464	12.60028174
1465	12.59987213
1466	12.59946355
1467	12.59831943
1468	12.59605449
1469	12.59570642
1470	12.59529991
1471	12.59219438
1472	12.59079135
1473	12.5903855
1474	12.58813718
1475	12.58773234
1476	12.58732852
1477	12.58424433
1478	12.58221153
1479	12.57881845
1480	12.57725793
1481	12.57524428
1482	12.57484126
1483	12.57058578
1484	12.5686797
1485	12.56827775
1486	12.56559289
1487	12.56252344
1488	12.56155759
1489	12.56115628
1490	12.56075597
1491	12.55795911
1492	12.55761724
1493	12.5555767
1494	12.55517768
1495	12.55331526
1496	12.55291711
1497	12.5495335
1498	12.54913562
1499	12.54729946
1500	12.544274
1501	12.54387673
1502	12.54348047
1503	12.54308521
1504	12.53975083
1505	12.53893202
1506	12.53592978
1507	12.53448469
1508	12.53260269
1509	12.5310001
1510	12.52803408
1511	12.52499835
1512	12.52210367
1513	12.52027341
1514	12.51921966
1515	12.51882659
1516	12.51843451
1517	12.51804342
1518	12.51622655
1519	12.51419943
1520	12.51200673
1521	12.51161635
1522	12.51122696
1523	12.50822964
1524	12.50642417
1525	12.50398934
1526	12.50330989
1527	12.50292292
1528	12.50113915
1529	12.49830676
1530	12.49532438
1531	12.4932712
1532	12.49235292
1533	12.49196664
1534	12.48906159
1535	12.48867611
1536	12.48572737
1537	12.48375632
1538	12.48337169
1539	12.48256396
1540	12.47992676
1541	12.47665803
1542	12.47486824
1543	12.47213084
1544	12.4703536
1545	12.46841201
1546	12.46439916
1547	12.46401542
1548	12.46162612
1549	12.45961778
1550	12.4592344
1551	12.45747754
1552	12.45714691
1553	12.45676484
1554	12.4538818
1555	12.45313385
1556	12.45122002
1557	12.45083952
1558	12.44760308
1559	12.44674325
1560	12.44388162
1561	12.4435021
1562	12.44312354
1563	12.44213835
1564	12.44168298
1565	12.44130675
1566	12.44093147
1567	12.44027675
1568	12.43837463
1569	12.43800079
1570	12.4376279
1571	12.43730513
1572	12.43483352
1573	12.43294964
1574	12.43055536
1575	12.42771248
1576	12.42734137
1577	12.42413955
1578	12.42132111
1579	12.41858158
1580	12.41821041
1581	12.416168
1582	12.41579756
1583	12.41440065
1584	12.41123152
1585	12.41086155
1586	12.41049251
1587	12.40735034
1588	12.40698198
1589	12.40661455
1590	12.40349909
1591	12.40092356
1592	12.398112
1593	12.39774496
1594	12.39737885
1595	12.39701366
1596	12.39422937
1597	12.39386494
1598	12.3912403
1599	12.38818255
1600	12.38653187
1601	12.38616784
1602	12.38470128
1603	12.38282212
1604	12.38245881
1605	12.38209642
1606	12.38173494
1607	12.38077732
1608	12.38041663
1609	12.37855377
1610	12.37553144
1611	12.37517141
1612	12.37405094
1613	12.37369168
1614	12.37333333
1615	12.37297588
1616	12.37261934
1617	12.36962172
1618	12.36926583
1619	12.36763123
1620	12.36727613
1621	12.36692192
1622	12.36496375
1623	12.36461037
1624	12.36425789
1625	12.36297963
1626	12.36262787
1627	12.362277
1628	12.36043152
1629	12.36008154
1630	12.35734629
1631	12.35540237
1632	12.35505305
1633	12.35470462
1634	12.35435706
1635	12.35401038
1636	12.35366458
1637	12.35331965
1638	12.35297559
1639	12.35026595
1640	12.34992266
1641	12.34958023
1642	12.34661694
1643	12.34627515
1644	12.34450652
1645	12.34416541
1646	12.34122617
1647	12.34088569
1648	12.34042673
1649	12.34008757
1650	12.33815451
1651	12.33417002
1652	12.33125763
1653	12.32678608
1654	12.32644767
1655	12.3261101
1656	12.32471918
1657	12.3228148
1658	12.32099984
1659	12.32066329
1660	12.31877211
1661	12.31843635
1662	12.31663843
1663	12.31375466
1664	12.31110321
1665	12.31076797
